id,track_name,artists,album_name,external_url,preview_url,release_date
0lmMtDQ2ElasKU2qDAE6NN,All You Had To Do Was Stay,Taylor Swift,1989 (Deluxe Edition),https://open.spotify.com/track/0lmMtDQ2ElasKU2qDAE6NN,,2014-10-27
6ejOqrr7r2LcUDxIqZyygp,I Don't Know,Nick Hakim,"Where Will We Go, Pt. 2",https://open.spotify.com/track/6ejOqrr7r2LcUDxIqZyygp,,2014-09-15
1gpF8IwQQj8qOeVjHfIIDU,Find You,Zedd,Divergent: Original Motion Picture Soundtrack,https://open.spotify.com/track/1gpF8IwQQj8qOeVjHfIIDU,,2014-01-01
1nas007nDbzLwDGwvMdz79,How You Love Me,3LAU,How You Love Me,https://open.spotify.com/track/1nas007nDbzLwDGwvMdz79,,2014-01-01
5TkXm783DrsA17o8sdPLmS,That Man,Jon Pardi,Write You A Song,https://open.spotify.com/track/5TkXm783DrsA17o8sdPLmS,,2014-01-01
5Wwr2S7QZTR5PVJn6jhgdk,Here Comes Trouble,Chronixx,Dread & Terrible,https://open.spotify.com/track/5Wwr2S7QZTR5PVJn6jhgdk,,2014-04-01
6luhvKibJJNM4P64RLNwgg,Carry Your Throne,Jon Bellion,The Definition,https://open.spotify.com/track/6luhvKibJJNM4P64RLNwgg,,2014-09-23
739Bsp5XHVSuPg6taQ2vGf,Don't Come Home Today,Good Morning,Shawcross,https://open.spotify.com/track/739Bsp5XHVSuPg6taQ2vGf,,2014-11-14
0FMjqbY3aWo1QDbo3GwXib,Always in My Head,Coldplay,Ghost Stories,https://open.spotify.com/track/0FMjqbY3aWo1QDbo3GwXib,,2014-05-16
2WPurGHHJunuAkFCczyEe3,Who Knows,Protoje,Ancient Future,https://open.spotify.com/track/2WPurGHHJunuAkFCczyEe3,,2015-09-04
3vMVipXhMeZt3wWbSBD4th,Remember,Jhené Aiko,Souled Out (Deluxe),https://open.spotify.com/track/3vMVipXhMeZt3wWbSBD4th,,2014-09-08
2RcanAJpudPNDkyIe9DzKS,Really Love,D'Angelo,Black Messiah,https://open.spotify.com/track/2RcanAJpudPNDkyIe9DzKS,,2014-12-15
2GggG2lQVYuus2aeAybe8M,La Planta,Caos,La Vida Gacha,https://open.spotify.com/track/2GggG2lQVYuus2aeAybe8M,,2014-09-12
1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,Drowning Pool,Sinner (Unlucky 13th Anniversary Deluxe Edition),https://open.spotify.com/track/1cqWEQ6TRfYr3SBNh7Ni2w,,2014-01-01
2MS98sTzH3OsaFS4ZKzqPK,Navy Blue,The Story So Far,Songs Of,https://open.spotify.com/track/2MS98sTzH3OsaFS4ZKzqPK,,2014-06-17
7pUaz2o36MSX36TUISuoR5,Piensas en Mí,Nicky Jam,"Greatest Hits, Vol. 1",https://open.spotify.com/track/7pUaz2o36MSX36TUISuoR5,,2014-11-04
24MSdaNRlLgjp8xYeJeXwZ,Come Get It Bae,Pharrell Williams,G I R L,https://open.spotify.com/track/24MSdaNRlLgjp8xYeJeXwZ,,2014-03-03
4Ulq0gMDyMQuwKbM2ocx9x,Kiss Me Kiss Me,5 Seconds of Summer,5 Seconds Of Summer,https://open.spotify.com/track/4Ulq0gMDyMQuwKbM2ocx9x,,2014-06-27
3083fDw5aGcjzB5FMauzrH,Porn Star,August Alsina,Testimony,https://open.spotify.com/track/3083fDw5aGcjzB5FMauzrH,,2014-01-01
0SqUFLaRXwufRUsJ0t4dXB,No Mediocre (feat. Iggy Azalea),T.I.,Paperwork (Deluxe Explicit),https://open.spotify.com/track/0SqUFLaRXwufRUsJ0t4dXB,,2014-10-17
0ZwlxoHAnvkCRjsOrHAleU,Talking Backwards,Real Estate,Atlas,https://open.spotify.com/track/0ZwlxoHAnvkCRjsOrHAleU,,2014-03-03
4Fs6KJzg4d0xrGZt7wrC0M,When I Get My Hands On You,The New Basement Tapes,Lost On The River,https://open.spotify.com/track/4Fs6KJzg4d0xrGZt7wrC0M,,2014-08-19
2vyae4DvSU2gs8OMOGwXF2,Rock or Bust,AC/DC,Rock or Bust,https://open.spotify.com/track/2vyae4DvSU2gs8OMOGwXF2,,2014-11-28
1na2MOlie83rN9sTNRuEOj,I Need You,M83,Divergent: Original Motion Picture Soundtrack,https://open.spotify.com/track/1na2MOlie83rN9sTNRuEOj,,2014-01-01
4loXMor75kKVBB03ygwDlh,Los Angeles,The Midnight,Days of Thunder,https://open.spotify.com/track/4loXMor75kKVBB03ygwDlh,,2014-03-19
0ChcE4uENOGTEthE5dGaXX,Fight for Me,Barrett Wilbert Weed,Heathers: The Musical (World Premiere Cast Recording),https://open.spotify.com/track/0ChcE4uENOGTEthE5dGaXX,,2014-06-10
0FsGUPoOMHzHnViGBKbBLX,Run Wild,Jon Bellion,The Definition,https://open.spotify.com/track/0FsGUPoOMHzHnViGBKbBLX,,2014-09-23
1yzbqrSF0vuaO7nuKYSd6f,Coming of Age,Foster The People,Supermodel,https://open.spotify.com/track/1yzbqrSF0vuaO7nuKYSd6f,,2014-03-14
28Ity8iD8yajjIi58syN83,Lovin' Lately,Big & Rich,Gravity,https://open.spotify.com/track/28Ity8iD8yajjIi58syN83,,2014-09-23
63M8PK8yavNITSViKUB62p,Schemin Up (feat. Drake and P. Reign),OB OBrien,Schemin Up (feat. Drake and P. Reign),https://open.spotify.com/track/63M8PK8yavNITSViKUB62p,,2014-12-15
7AuBNOScoZCBtjKp3CVlz9,Moving Forward,Colony House,When I Was Younger,https://open.spotify.com/track/7AuBNOScoZCBtjKp3CVlz9,,2014-07-22
7gpgbBHXEjFW34M465jSGs,Clair De Lune,Flight Facilities,Down To Earth,https://open.spotify.com/track/7gpgbBHXEjFW34M465jSGs,,2014-10-24
5imUTBF35uIoABlV9g9da2,Fall In Love,Phantogram,Voices,https://open.spotify.com/track/5imUTBF35uIoABlV9g9da2,,2014-02-18
3xbKyhn7Bk0XDVecWF793N,Notice Me,Rebelution,Count Me In,https://open.spotify.com/track/3xbKyhn7Bk0XDVecWF793N,,2014-06-10
1mzGywacjpeik00PVLBPpF,All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,John Legend,All of Me (Tiësto's Birthday Treatment Remix - Radio Edit),https://open.spotify.com/track/1mzGywacjpeik00PVLBPpF,,2014-02-25
6ft8Ua2fHCpns3b3UoX691,Love Again (Akinyele Back),Run The Jewels,Run The Jewels 2,https://open.spotify.com/track/6ft8Ua2fHCpns3b3UoX691,,2014-10-24
10GgfyBK6XVFAX1BdZz0BV,Mad At Myself,Issues,Issues,https://open.spotify.com/track/10GgfyBK6XVFAX1BdZz0BV,,2014-02-14
1Gu6GxGcH3D0abQDS2IOyF,drowning.,Eden Project,Bipolar Paradise,https://open.spotify.com/track/1Gu6GxGcH3D0abQDS2IOyF,,2014
3oKMl2tJv4fdidkXUYMI5x,This Love,Taylor Swift,1989,https://open.spotify.com/track/3oKMl2tJv4fdidkXUYMI5x,,2014-10-27
1ClIKr4uKzosk6FOpHwLJM,Day One,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack),https://open.spotify.com/track/1ClIKr4uKzosk6FOpHwLJM,,2014-11-18
3wmN11qXGL0HyPojvEE1D9,I Wish You Would,Taylor Swift,1989,https://open.spotify.com/track/3wmN11qXGL0HyPojvEE1D9,,2014-10-27
52WTLETEHs5jwCr7LCq0VW,Queen,Perfume Genius,Too Bright,https://open.spotify.com/track/52WTLETEHs5jwCr7LCq0VW,,2014-09-22
1BZRU1HxYxJD0NFBrGk3C3,So Alone,Sik World,So Alone,https://open.spotify.com/track/1BZRU1HxYxJD0NFBrGk3C3,,2014-11-25
2Ai5UUXyxaulVbompgrzlo,Pinô,Otto A. Totland,Pinô,https://open.spotify.com/track/2Ai5UUXyxaulVbompgrzlo,,2014-01-31
0beYgCC4ErBZyEUbnpdyOE,No Tiene la Culpa,Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)",https://open.spotify.com/track/0beYgCC4ErBZyEUbnpdyOE,,2014-02-25
4BTp7Ad6LZMebeYc3gQIfP,The Infamous Bill,Khruangbin,The Infamous Bill,https://open.spotify.com/track/4BTp7Ad6LZMebeYc3gQIfP,,2014-10-13
7bhI6rnvaVw8qgZPn32qE0,Looking Too Closely,Fink,Hard Believer,https://open.spotify.com/track/7bhI6rnvaVw8qgZPn32qE0,,2014-07-14
59hfezbTqi7I68O4OyLfcR,Cuando Nos Volvamos a Encontrar (feat. Marc Anthony),Carlos Vives,Más + Corazón Profundo,https://open.spotify.com/track/59hfezbTqi7I68O4OyLfcR,,2014-05-13
0eDCe3Y8fMzdCbfrUR0giO,Time to Say Goodbye,Jeff Williams,"RWBY, Vol. 2 (Music from the Rooster Teeth Series)",https://open.spotify.com/track/0eDCe3Y8fMzdCbfrUR0giO,,2014-12-02
2eqDUxbd0JPEhNrJdPlHLs,Adrenalina (feat. Jennifer Lopez & Ricky Martin),Wisin,El Regreso del Sobreviviente (Deluxe Edition),https://open.spotify.com/track/2eqDUxbd0JPEhNrJdPlHLs,,2014-03-18
20qtjUDcb8HH8ouF51BirQ,Running with the Wolves,AURORA,All My Demons Greeting Me as a Friend (Deluxe),https://open.spotify.com/track/20qtjUDcb8HH8ouF51BirQ,,2014
5uaEnhjgQT29pVowuF16hS,Número Equivocado,Mandingo,Gran Encuentro,https://open.spotify.com/track/5uaEnhjgQT29pVowuF16hS,,2014-05-06
4HfsgrdwKNkytFkuuG3w4n,Private Show (feat. Chris Brown),T.I.,Paperwork (Deluxe Explicit),https://open.spotify.com/track/4HfsgrdwKNkytFkuuG3w4n,,2014-10-17
3p2x3UD9wz9yt3gtftKwT0,What They Want,ScHoolboy Q,Oxymoron (Deluxe),https://open.spotify.com/track/3p2x3UD9wz9yt3gtftKwT0,,2014-01-01
69Tf2qK9sYOi1ncnXrfIUV,1 4 2,Inner Wave,Sun Transmission,https://open.spotify.com/track/69Tf2qK9sYOi1ncnXrfIUV,,2014-08-25
6ayKgleoMF26lvU1Z7wVm7,Cruel World,Lana Del Rey,Ultraviolence (Deluxe),https://open.spotify.com/track/6ayKgleoMF26lvU1Z7wVm7,,2014-01-01
3KG9I4JXpDwNQOsotE3uLh,The Departure,Max Richter,The Leftovers: Season 1 (Music from the HBO Series),https://open.spotify.com/track/3KG9I4JXpDwNQOsotE3uLh,,2014-12-02
0FZmAvivvifvtN3pZScbw1,Drunk in Love Remix (feat. JAY-Z & Kanye West),Beyoncé,BEYONCÉ [Platinum Edition],https://open.spotify.com/track/0FZmAvivvifvtN3pZScbw1,,2014-11-24
7wfGH3RwCjxyojHKtUzqj9,Melting Lights,Pigeons Playing Ping Pong,Psychology,https://open.spotify.com/track/7wfGH3RwCjxyojHKtUzqj9,,2014-07-03
6EOKwO6WaLal58MSsi6U4W,Eleanor Rigby,The Beatles,Yellow Submarine Songtrack,https://open.spotify.com/track/6EOKwO6WaLal58MSsi6U4W,,1999-09-13
64MmobYNviePoiaINMrbMn,Shots,Imagine Dragons,Smoke + Mirrors,https://open.spotify.com/track/64MmobYNviePoiaINMrbMn,,2014-09-18
0xSfELjbi6QwmprLDu4Nrx,#icanteven (feat. French Montana),The Neighbourhood,#000000 & #FFFFFF (No DJ Version),https://open.spotify.com/track/0xSfELjbi6QwmprLDu4Nrx,,2014-11-28
6XujyDupMstcvXN2wLjlCV,Trampoline,Kalin and Myles,Dedication,https://open.spotify.com/track/6XujyDupMstcvXN2wLjlCV,,2014-12-15
3mBCTEzhxcv6jLaxXoOvWs,Moondust - Stripped,Jaymes Young,Habits of My Heart,https://open.spotify.com/track/3mBCTEzhxcv6jLaxXoOvWs,,2014-09-28
01OrNS0PUb0f1W9EacyxyR,Doctor Marihuana (feat. Big Man),Cartel De Santa,Golpe Avisa,https://open.spotify.com/track/01OrNS0PUb0f1W9EacyxyR,,2014-08-05
33Kq0AT5rvwyE4azisG08x,Welcome To New York,Taylor Swift,1989 (Deluxe Edition),https://open.spotify.com/track/33Kq0AT5rvwyE4azisG08x,,2014-10-27
0eicJF8UpLOIIWlsuQreAZ,Down,311,90s 100 Hits,https://open.spotify.com/track/0eicJF8UpLOIIWlsuQreAZ,,2014-11-28
4PYiIgzcp4o5pEYji1xY9q,Masterpiece,Jessie J,Sweet Talker (Deluxe Version),https://open.spotify.com/track/4PYiIgzcp4o5pEYji1xY9q,,2014-10-10
22cDldSuj9rgIMXwn4Ofn0,Adult Diversion,Alvvays,Alvvays,https://open.spotify.com/track/22cDldSuj9rgIMXwn4Ofn0,,2014-07-22
4WUduEPZZG6wiE9B5IklnY,Let Me In - From The Fault in Our Stars Soundtrack,GROUPLOVE,Let Me In,https://open.spotify.com/track/4WUduEPZZG6wiE9B5IklnY,,2014-04-29
1QJnDJuYOGj05iSc4eWGr5,Fever To The Form,Nick Mulvey,First Mind,https://open.spotify.com/track/1QJnDJuYOGj05iSc4eWGr5,,2014-05-12
39GC2X2hVKjShQ0GsbZfdo,Me OK,Jeezy,Seen It All: The Autobiography,https://open.spotify.com/track/39GC2X2hVKjShQ0GsbZfdo,,2014-09-02
4trx1lgbQ9FtrI5V9Y8C5Y,I Wish (feat. T.I.),Cher Lloyd,Sorry I'm Late,https://open.spotify.com/track/4trx1lgbQ9FtrI5V9Y8C5Y,,2014-05-23
3ymrocM8jJ2czu3JlznNyJ,You Make Me Wanna Die,The Shivas,You Know What to Do,https://open.spotify.com/track/3ymrocM8jJ2czu3JlznNyJ,,2014-10-28
0UGRfHjN5t2qRMgfTpYnd3,If You Ever Want To Be In Love,James Bay,Chaos And The Calm,https://open.spotify.com/track/0UGRfHjN5t2qRMgfTpYnd3,,2015-03-23
2hyfepwCRQsenxVLzsaOtA,Her Way,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,https://open.spotify.com/track/2hyfepwCRQsenxVLzsaOtA,,2014-07-29
77TtEap7ay9c4Z5B9Lp3bv,Concept Nothing,Night Lovell,Concept Vague,https://open.spotify.com/track/77TtEap7ay9c4Z5B9Lp3bv,,2014-12-21
70nfm7IEXnFdxLtvxdXnZq,"Peer Gynt Suite No. 1, Op. 46: Morning Mood - Arr. for Piano",Edvard Grieg,111 Piano Hits - Vol. 5 (World Premiere Recordings),https://open.spotify.com/track/70nfm7IEXnFdxLtvxdXnZq,,2014-11-15
0cyDtn3bMS1XoTp6Lcef1d,Walk Thru (feat. Problem),Rich Homie Quan,I Promise I Will Never Stop Going In (Deluxe Edition),https://open.spotify.com/track/0cyDtn3bMS1XoTp6Lcef1d,,2014-03-24
3hPHUpKVB4xo9efj2y29W9,Treat Her Better,Mac DeMarco,Salad Days,https://open.spotify.com/track/3hPHUpKVB4xo9efj2y29W9,,2014-04-01
4cyGUA2c0C6unSxfbCqMaO,Lifeboat,Elle McLemore,Heathers: The Musical (World Premiere Cast Recording),https://open.spotify.com/track/4cyGUA2c0C6unSxfbCqMaO,,2014-06-10
4z8Ll8nU1jMqB8HvKTyLP1,Happy Little Pill,Troye Sivan,TRXYE,https://open.spotify.com/track/4z8Ll8nU1jMqB8HvKTyLP1,,2014-08-15
6kpiwAM3vWN9UbGAQw2v8q,Too Bad I Have To Destroy You Now,Kid Cudi,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://open.spotify.com/track/6kpiwAM3vWN9UbGAQw2v8q,,2014-02-25
1kTPQnabROVkW9bUXdCGrB,This Love,Taylor Swift,1989 (Deluxe Edition),https://open.spotify.com/track/1kTPQnabROVkW9bUXdCGrB,,2014-10-27
6fEonsnOM8IiqFDuiqukMc,If I'm Lucky,State Champs,The Acoustic Things,https://open.spotify.com/track/6fEonsnOM8IiqFDuiqukMc,,2014-10-07
4LtWzWV22RQJI8fCtPVunn,I Knew You Were Trouble,We Came As Romans,"Punk Goes Pop, Vol. 6",https://open.spotify.com/track/4LtWzWV22RQJI8fCtPVunn,,2014-11-17
74uXfGRDayyx7UIV1irrhK,Wrong Turns,Old Dominion,Meat and Candy,https://open.spotify.com/track/74uXfGRDayyx7UIV1irrhK,,2015-11-06
6JzCO4ZzxAXhY86vTcqM1Q,Desire - Gryffin Remix,Olly Alexander (Years & Years),Desire (Gryffin Remix),https://open.spotify.com/track/6JzCO4ZzxAXhY86vTcqM1Q,,2015-09-18
2kyEgPaAW8wdpvevPnkf0Z,Ave Maria,Charles Gounod,Songs from the Arc of Life,https://open.spotify.com/track/2kyEgPaAW8wdpvevPnkf0Z,,2015-09-18
3X3mfRMRaPJRiIMDMQtSkd,Landslide,Oh Wonder,Oh Wonder,https://open.spotify.com/track/3X3mfRMRaPJRiIMDMQtSkd,,2015-09-04
31L9yLXSj6LpCFupyMV6CR,Up&Up,Coldplay,A Head Full of Dreams,https://open.spotify.com/track/31L9yLXSj6LpCFupyMV6CR,,2015-12-04
0WE8YTl6GAVHnkfvMfci98,Drinkee,Sofi Tukker,Drinkee,https://open.spotify.com/track/0WE8YTl6GAVHnkfvMfci98,,2015-10-02
7mgI1HLrLMlIHL3wzotbyM,Teenage Blue,Dreamgirl,Illuminaughty - EP,https://open.spotify.com/track/7mgI1HLrLMlIHL3wzotbyM,,2015-02-14
1aMoqIYGFADaV3nPaSKL7X,Lost And Found,Iration,Hotting Up,https://open.spotify.com/track/1aMoqIYGFADaV3nPaSKL7X,,2015-08-28
3SipFlNddvL0XNZRLXvdZD,Heroes Tonight,Janji,Heroes Tonight,https://open.spotify.com/track/3SipFlNddvL0XNZRLXvdZD,,2015-06-09
1UuZhGTon3gzXQAJzNa2A4,"Towards The Sun - From The ""Home"" Soundtrack",Rihanna,Home (Original Motion Picture Soundtrack),https://open.spotify.com/track/1UuZhGTon3gzXQAJzNa2A4,,2015-03-23
5u7o3wXWJI7AN1b9KIf3m8,Liquor,Chris Brown,Royalty (Deluxe Version),https://open.spotify.com/track/5u7o3wXWJI7AN1b9KIf3m8,,2015-12-18
0wNhTMsDRLWAPxGOQRqkOR,Coffee Talk,Broadside,Old Bones,https://open.spotify.com/track/0wNhTMsDRLWAPxGOQRqkOR,,2015-05-18
38kjFXYgPvtuXCPbHPMGte,Prey,The Neighbourhood,Wiped Out!,https://open.spotify.com/track/38kjFXYgPvtuXCPbHPMGte,,2015-10-30
2JRkfugsvOPvTLmd0dVppc,It Was A Sin,The Revivalists,Men Amongst Mountains,https://open.spotify.com/track/2JRkfugsvOPvTLmd0dVppc,,2015-07-15
5qGavrnGfH766WNp5pZXS2,Gimme All Your Love,Alabama Shakes,Sound & Color,https://open.spotify.com/track/5qGavrnGfH766WNp5pZXS2,,2015-04-21
2s9C5THb9llwyVXtjveV4E,Firefly,Mura Masa,Someday Somewhere,https://open.spotify.com/track/2s9C5THb9llwyVXtjveV4E,,2015-04-10
5MCG4XcVcvCOXWpSg2cfRC,Shoulders,for KING & COUNTRY,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),https://open.spotify.com/track/5MCG4XcVcvCOXWpSg2cfRC,,2015-10-22
5xcYuTciYwyCDPkOgYBAYz,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",Sergei Rachmaninoff,Rachmaninov Variations,https://open.spotify.com/track/5xcYuTciYwyCDPkOgYBAYz,,2015-08-28
46fHLVEQBcyC8VjnmdDF3q,All I See Is You,Shane Smith & the Saints,Geronimo,https://open.spotify.com/track/46fHLVEQBcyC8VjnmdDF3q,,2015-09-11
5NLT6uux4omoMlIFlBxRSI,Personality (feat. T Pain),Lil Dicky,Professional Rapper,https://open.spotify.com/track/5NLT6uux4omoMlIFlBxRSI,,2015-07-31
21aD24K6JOf0F0qx6HJ0dy,Daddy Doesn't Pray Anymore,Chris Stapleton,Traveller,https://open.spotify.com/track/21aD24K6JOf0F0qx6HJ0dy,,2015-05-04
6ZA3Q8Dj5BrnmOsT300DCh,Ice Cream Man,Tyga,Fuk Wat They Talkin Bout,https://open.spotify.com/track/6ZA3Q8Dj5BrnmOsT300DCh,,2015-08-24
4FqMPJlvfY5Nfo3gRKcNxl,Colors,Halsey,BADLANDS (Deluxe),https://open.spotify.com/track/4FqMPJlvfY5Nfo3gRKcNxl,,2015-08-28
0Bl1Gt8R9kjz7JO7SYAuhe,Shalala,Moses Gunn Collective,Mercy Mountain,https://open.spotify.com/track/0Bl1Gt8R9kjz7JO7SYAuhe,,2015-08-07
09xjHXcaES9oei36G0KzcD,Wine Glass,Koe Wetzel,Out on Parole,https://open.spotify.com/track/09xjHXcaES9oei36G0KzcD,,2015-01-05
1r1WtSrPbAOYHE7zwq4eqK,Haunting,Halsey,BADLANDS (Deluxe),https://open.spotify.com/track/1r1WtSrPbAOYHE7zwq4eqK,,2015-08-28
23bOfmnZiN42pB1frXNyak,Paper Trail$,Joey Bada$$,B4.DA.$$,https://open.spotify.com/track/23bOfmnZiN42pB1frXNyak,,2015-01-20
3jg8bevUzKYONDLBBQquif,Never Catch Me,Travis Scott,Rodeo,https://open.spotify.com/track/3jg8bevUzKYONDLBBQquif,,2015-09-04
5GhJq5J9ZWIEDZdyw7EWzt,Real Sisters,Future,DS2 (Deluxe),https://open.spotify.com/track/5GhJq5J9ZWIEDZdyw7EWzt,,2015-07-17
4gowy3WT6D1yhMLgRBlf9C,Change Locations,Drake,What A Time To Be Alive,https://open.spotify.com/track/4gowy3WT6D1yhMLgRBlf9C,,2015-09-20
04ZzbJOLBEhaf8PVQuH96u,Christ In Me,Jeremy Camp,I Will Follow,https://open.spotify.com/track/04ZzbJOLBEhaf8PVQuH96u,,2015-02-03
7osBjxxoPSCceUMdkyFh9O,Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,Cuffing Season Part 2,https://open.spotify.com/track/7osBjxxoPSCceUMdkyFh9O,,2015-12-04
34rRFl0bz9PocxWuO2ca5J,Music To Watch Boys To,Lana Del Rey,Honeymoon,https://open.spotify.com/track/34rRFl0bz9PocxWuO2ca5J,,2015-09-18
5qfZRNjt2TkHEL12r3sDEU,Everglow,Coldplay,A Head Full of Dreams,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,,2015-12-04
04M3DsiMNyn8s5XQJrW5sL,Cold Love,Rainbow Kitten Surprise,RKS,https://open.spotify.com/track/04M3DsiMNyn8s5XQJrW5sL,,2015-04-25
5XfywqPX6XBOdYQNbOaQvy,Good For You,Selena Gomez,Good For You,https://open.spotify.com/track/5XfywqPX6XBOdYQNbOaQvy,,2015-08-07
3u1bKblfqeghD3grk3Le2w,In This Love,Stick Figure,Set in Stone,https://open.spotify.com/track/3u1bKblfqeghD3grk3Le2w,,2015-11-13
6oLHyWvmk6bKrA91EIYZBp,Wednesday Night Interlude,Drake,If You're Reading This It's Too Late,https://open.spotify.com/track/6oLHyWvmk6bKrA91EIYZBp,,2015-02-12
0yzKJqFTXsbzWjUHaiOxD9,No Hay Lugar Más Alto (En Vivo) [feat. Christine D'clario],Miel San Marcos,Como En El Cielo (En Vivo),https://open.spotify.com/track/0yzKJqFTXsbzWjUHaiOxD9,,2015-03-06
4BP0An7SXctTY4kF41JxIQ,Halftime,Young Thug,Barter 6,https://open.spotify.com/track/4BP0An7SXctTY4kF41JxIQ,,2015-04-16
1hPKSQuvfLlPeIu8xhRyTf,Until the World Goes Cold,Trivium,Silence in the Snow (Special Edition),https://open.spotify.com/track/1hPKSQuvfLlPeIu8xhRyTf,,2015-09-28
5rqfg8Hz5D1aCcn2XUxzNA,Traphouse,Tory Lanez,Traphouse,https://open.spotify.com/track/5rqfg8Hz5D1aCcn2XUxzNA,,2015-01-15
5MChi9fdCbTIWDJPPUuuW6,Beautiful Escape,Tom Misch,Beat Tape 2,https://open.spotify.com/track/5MChi9fdCbTIWDJPPUuuW6,,2015-08-28
2YaDRtIlQiZ5WDDB2YuEOC,You & The 6,Drake,If You're Reading This It's Too Late,https://open.spotify.com/track/2YaDRtIlQiZ5WDDB2YuEOC,,2015-02-12
4oVdhvxZrKQTM9ZsUIZa3S,December,Neck Deep,Life's Not Out To Get You,https://open.spotify.com/track/4oVdhvxZrKQTM9ZsUIZa3S,,2015-08-14
3u4rIcRR7gSoJdkJIx9zpu,Young,Vallis Alps,Vallis Alps,https://open.spotify.com/track/3u4rIcRR7gSoJdkJIx9zpu,,2015-01-06
7vlPI45Zzzk0palLdKry4k,The Matrimony (feat. Usher),Wale,The Album About Nothing,https://open.spotify.com/track/7vlPI45Zzzk0palLdKry4k,,2015-03-31
4ClnJdCaf6PLeLgStqb1e9,Hide and Seek,Lizz Robinett,Hide and Seek,https://open.spotify.com/track/4ClnJdCaf6PLeLgStqb1e9,,2015-01-01
2aQ7c8reAlk28ff0fJwN52,Overtime,Nipsey Hussle,Mailbox Money,https://open.spotify.com/track/2aQ7c8reAlk28ff0fJwN52,,2015-01-01
1WT11QmhZutciEv1NsHt1R,Mortal Man,Kendrick Lamar,To Pimp A Butterfly,https://open.spotify.com/track/1WT11QmhZutciEv1NsHt1R,,2015-03-16
4ZcGbQ5dOKX6rJk4yvza9R,Flesh without Blood,Grimes,Art Angels,https://open.spotify.com/track/4ZcGbQ5dOKX6rJk4yvza9R,,2015-11-06
6huS9u0BDfeQHq0lObNLPl,Better Together,Us The Duo,Better Together,https://open.spotify.com/track/6huS9u0BDfeQHq0lObNLPl,,2015-04-28
4skuEIloXWuxxgekKupkEH,Tu Falta De Querer,Mon Laferte,Mon Laferte (Vol. 1),https://open.spotify.com/track/4skuEIloXWuxxgekKupkEH,,2015-08-21
5ho74ZlMvEbyhFutCd8SGg,Holy Ghost,BØRNS,Dopamine,https://open.spotify.com/track/5ho74ZlMvEbyhFutCd8SGg,,2015-10-16
288eXU0ypAeWJebnN1OpTU,High Above The Water,Parker McCollum,The Limestone Kid,https://open.spotify.com/track/288eXU0ypAeWJebnN1OpTU,,2015-02-24
0oe0UYSKAESBUR12I1ESXQ,Evil Like Me,Kristin Chenoweth,Descendants (Original TV Movie Soundtrack),https://open.spotify.com/track/0oe0UYSKAESBUR12I1ESXQ,,2015-01-01
1DFPza4TmWvf0EBIw5P3YV,Just Gold,MandoPony,Five Songs for Freddy,https://open.spotify.com/track/1DFPza4TmWvf0EBIw5P3YV,,2015-07-13
5LfFjqx9c83BMXrJVfYT0Y,Kick Me,Sleeping With Sirens,Madness (Deluxe Edition),https://open.spotify.com/track/5LfFjqx9c83BMXrJVfYT0Y,,2015-03-17
1Z4UKak2eNteHFZkwiYPNz,One Time,Marian Hill,Sway,https://open.spotify.com/track/1Z4UKak2eNteHFZkwiYPNz,,2015-02-17
7fkXzzIVo98CgjOkpd9H0V,Already Gone,Sleeping At Last,Already Gone,https://open.spotify.com/track/7fkXzzIVo98CgjOkpd9H0V,,2015-10-06
3dtBVBClM5ms0qCBBrqpUb,Wasted (feat. Juicy J),Travis Scott,Rodeo,https://open.spotify.com/track/3dtBVBClM5ms0qCBBrqpUb,,2015-09-04
1PKoT3dROitNnZQch89TgT,El Gato De Chihuahua,Los Huracanes del Norte,Los Huracanes del Norte - 40 Aniversario,https://open.spotify.com/track/1PKoT3dROitNnZQch89TgT,,2015-02-20
5leOhwmC0JYwAPxo6zGUHP,Seventeen,Alessia Cara,Know-It-All (Deluxe),https://open.spotify.com/track/5leOhwmC0JYwAPxo6zGUHP,,2015-11-13
5dY6DqLGqjHvuFBXTlWsLm,Meteor Shower,Cavetown,Cavetown,https://open.spotify.com/track/5dY6DqLGqjHvuFBXTlWsLm,,2015-11-09
1cOi4OoRlpOznxiRa8FfHf,The Body (feat. Jeremih),Wale,The Album About Nothing,https://open.spotify.com/track/1cOi4OoRlpOznxiRa8FfHf,,2015-03-31
2YhAqgvjzU2Rw44rAqzGl6,Howling At Nothing,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,https://open.spotify.com/track/2YhAqgvjzU2Rw44rAqzGl6,,2015-08-21
